Order No,Part No,Part Description,Supplier Name,Promised Delivery Date,Actual Delivery Date,Delay (Days),Is Overdue
15232876,8001245,Uninsulated Terminal Lugs - Earth   16mm x M6,Supplier_16ABF0,2025-03-25,2025-03-20,-5,False
15232876,8001246,Uninsulated Terminal Lugs - Earth   16mm x M8,Supplier_16ABF0,2025-03-25,2025-03-20,-5,False
15232876,8001247,Uninsulated Terminal Lugs - Earth   16mm x M10,Supplier_16ABF0,2025-03-25,2025-03-20,-5,False
15232876,8014341,Uninsulated Terminal Lugs - Earth   16mm x M12,Supplier_16ABF0,2025-03-25,2025-03-20,-5,False
15232876,8075261,Tape Black 15mm x 10m (10 stk),Supplier_16ABF0,2025-03-25,2025-03-20,-5,False
15232876,8132156,"KABELBIND.4,8X445MM P100 SORT",Supplier_16ABF0,2025-03-25,2025-03-20,-5,False
15233180,8120644,"Schneider Electric Auxiliary contact, Acti9 A9A, iOF, 1 C/O, 2mA to 100mA, 24VAC to 250VAC, 24VDC to 220VDC, top connection (A9A26915)",Supplier_16ABF0,2025-03-28,2025-03-28,0,False
15231779,8054886,SCHNEIDER Contactor iCT 25A 2P (NC) Uc 220..240VAC,Supplier_16ABF0,2025-02-25,2025-02-21,-4,False
15231779,8054886,SCHNEIDER Contactor iCT 25A 2P (NC) Uc 220..240VAC,Supplier_16ABF0,2025-02-25,2025-02-21,-4,False
15231779,8054886,SCHNEIDER Contactor iCT 25A 2P (NC) Uc 220..240VAC,Supplier_16ABF0,2025-02-25,2025-02-21,-4,False
15231779,8054886,SCHNEIDER Contactor iCT 25A 2P (NC) Uc 220..240VAC,Supplier_16ABF0,2025-02-25,2025-02-21,-4,False
15232943,8082212,"PROCOM Antenna CXL 380-470C, 380-470 MHz",Supplier_6F8465,2025-03-27,2025-03-31,4,True
15232163,8096801,"MEAN WELL Din Rail Redundant Module Power Supply
O/P: 24VDC, 0~20A",Supplier_5680DD,2025-03-05,2025-02-28,-5,False
15232202,8112474,ABS ind box 241x192x87 lo tr,Supplier_16ABF0,2025-03-05,2025-03-04,-1,False
15232191,24102100,Warehousing Equipment And Supplies,Supplier_16ABF0,2025-03-05,2025-03-04,-1,False
15232191,8022445,"Flange Gasket Pressure Plate Asbestos-free 88,9mm",Supplier_16ABF0,2025-03-05,2025-03-04,-1,False
15233776,24102100,"Socket French standard, grey, 16A, for DIN rail, 45mm wide",Supplier_16ABF0,2025-04-10,2025-04-10,0,False
15234021,8132782,"Pipe, seamless - 10,0 x 1,00 mm ASTM A-269 Gr. TP 316L",Supplier_76426C,2025-04-15,2025-04-14,-1,False
15231840,8056157,CMP Drain Plug M20 Brass,Supplier_7A255D,2025-03-07,2025-03-06,-1,False
15234213,8058042,"ERICSSON Panel / For Radio Cable, MLE",Supplier_96E3C4,2025-05-12,2025-05-07,-5,False
15233966,8132775,Dn50/80 Stainless steel safety valve model 1400 PN25/16,Supplier_F3EDB8,2025-05-02,2025-05-22,20,True
15235650,8113462,"Transportkasse ALU 68 liter, 60x40x40 cm",Supplier_3A7FA6,2025-05-23,2025-05-23,0,False
15235650,8113463,"Skumsæt, 10 mm til Transportkasse ALU 60x40x40 cm",Supplier_3A7FA6,2025-05-23,2025-05-23,0,False
15235145,8052743,Schneider HPFI modul Vigi iC60 25A 2P 30mA cl. A A9W21225,Supplier_16ABF0,2025-05-09,2025-05-09,0,False
15232215,8017542,"Tight box w/shelf 194x52x40cm loose top, ISPM no 15",Supplier_28328E,2025-03-04,2025-03-03,-1,False
15232215,8017542,"Tight box 120x80x125cm, loose top and side, ispm no 15",Supplier_28328E,2025-03-04,2025-03-03,-1,False
15232234,8017542,Tight Box 140x100x135cm ISPM No 15,Supplier_28328E,2025-04-01,2025-03-03,-29,False
15232234,8017542,Tight Box 150x114x150cm ISPM no 15,Supplier_28328E,2025-04-01,2025-03-03,-29,False
15232234,8017542,"Veneer Box 90x85x222cm Loose Top and Side, ISPM No 15",Supplier_28328E,2025-04-01,2025-03-03,-29,False
15234463,8001699,DANFOSS Armatur Kit For VDH NC,Supplier_7FC8DD,2025-04-30,2025-05-07,7,True
15235145,8052921,"Miniature Circuit Breaker iC60N C 4A 2P, type A9F04204",Supplier_16ABF0,2025-05-09,2025-05-09,0,False
15235145,8076951,"SCHNEIDER Switch Disconnector ISW, 2P, 40A, 415VAC, 50/60Hz, Type A9S65240",Supplier_16ABF0,2025-05-09,2025-05-09,0,False
15234615,8001699,DANFOSS Armatur Kit For VDH NC,Supplier_7FC8DD,2025-05-09,2025-05-12,3,True
15233718,8010802,"Radio Sailor 6210 VHF Black, Transceiver Unit, 6202 Hand Microphone, U-bracket, Flush Mounting Kit, Sunscreen incl programming",Supplier_F63BAC,2025-04-09,2025-04-07,-2,False
15231234,8106131,LP-GPN Female on surge & protected sides 1000-2000MHz N Type F/F Times Microwave,Supplier_6F8465,2025-03-31,2025-03-31,0,False
15234463,8065963,Poppet Spare Part VDHT,Supplier_7FC8DD,2025-04-30,2025-05-02,2,True
15234463,8073646,"DANFOSS Spare Part Kit For EV220B 50, EPDM, 032U1081",Supplier_7FC8DD,2025-04-30,2025-05-02,2,True
15234463,8073709,"DANFOSS Spare Part Kit For EV220B 50BD/SS, EPDM, 032U6325",Supplier_7FC8DD,2025-04-30,2025-05-02,2,True
15234683,8001413,Rittal  Energy Box for Mounting of 11 pcs. 36mm Modules 19 Inch Mounting,Supplier_894681,2025-05-02,2025-05-02,0,False
15229525,8088029,Remote Support - Kiran Gopi -  April 2025,Supplier_065F63,2025-05-30,2025-05-29,-1,False
15234069,78111808,Vehicle Rental for Lars Jensen,Supplier_1E6B45,2025-05-30,2025-05-29,-1,False
15232378,8131088,DUX1000x1000 316L SS (Not Brushed material with a natural finish),Supplier_52E269,2025-05-30,2025-05-30,0,False
15233899,8132758,Security Center Version 5.13.,Supplier_B7AF17,2025-04-08,2025-05-14,36,True
15233899,8132759,Genetec Security Center (GSC) Base Standard,Supplier_B7AF17,2025-04-08,2025-05-14,36,True
15233899,8132760,Genetec™ Advantage for 1 Synergis™ Reader – 1 year,Supplier_B7AF17,2025-04-08,2025-05-14,36,True
15232386,8111662,Swing frame stay 130° hinge,Supplier_894681,2025-03-11,2025-03-10,-1,False
15233460,8132538,"Standard key, For use with S3D chassis",Supplier_5680DD,2025-03-31,2025-03-31,0,False
15233460,8132538,"Standard key, For use with S3D chassis",Supplier_5680DD,2025-03-31,2025-03-31,0,False
15233827,8020612,Remote Engineering Support,Supplier_BB5CF1,2025-04-07,2025-04-07,0,False
15232942,72141700,Rental of P-511841 / Radiall - 1801181171524KE - Test Pro3 Armoured measurement cable 2 connectors type SMA 3.5 1 X straight jack & 1 X straight plug R127920001 & R127900001,Supplier_51E6C8,2025-05-08,2025-05-08,0,False
15235814,8094649,"RITTAL Mounting Plate for Box Type VX, 699x1696mm",Supplier_894681,2025-06-03,2025-05-28,-6,False
15232378,8131089,DUX300x300 316L SS (Not Brushed material with a natural finish),Supplier_52E269,2025-05-30,2025-05-30,0,False
15232378,8131090,DUX200x200 316L SS (Not Brushed material with a natural finish),Supplier_52E269,2025-05-30,2025-05-30,0,False
15233331,8119181,Axis 02532-001 TA4201 Weathershield,Supplier_1C2CCF,2025-05-16,2025-05-13,-3,False
15233604,8132641,"Ball chain Single l: 160, Model: A stainless steel",Supplier_16ABF0,2025-04-04,2025-04-11,7,True
15233905,8020612,According to Quotation 1005372977 Version - 2,Supplier_AA79E5,2025-04-11,2025-05-15,34,True
15233905,8097975,"CISCO C9300 DNA Essentials, 48-Port, 3 Year Term License",Supplier_AA79E5,2025-04-16,2025-05-15,29,True
15233905,8100615,"SNTC-8X5XNBD Cisco Firepower 1120 NGFW Appliance, 1U (Duration: 12 months)",Supplier_AA79E5,2025-04-16,2025-05-15,29,True
15233905,8113093,"C9300L Cisco DNA Essentials, 24-port, 3 Year Term license Service duration in months: 36",Supplier_AA79E5,2025-04-16,2025-05-15,29,True
15233905,8130711,Cisco IE4010 with 24GE Copper PoE+ ports and 4GE SFP uplink ports,Supplier_AA79E5,2025-04-16,2025-05-15,29,True
15233905,8132853,"SNTC-8X5XNBD Catalyst 9300L 24p data, Network Essenti Service duration in months: 12",Supplier_AA79E5,2025-04-16,2025-05-15,29,True
15233905,8132854,"C9300L Cisco DNA Essentials, 24-port license",Supplier_AA79E5,2025-04-16,2025-05-15,29,True
15233905,8132855,C9300 DNA Ess 48port Term license,Supplier_AA79E5,2025-04-16,2025-05-15,29,True
15233905,8132856,"SNTC-8X5XNBD Catalyst 9300 48-port PoE+, Network Esse Service duration in months: 12",Supplier_AA79E5,2025-04-16,2025-05-15,29,True
15232504,80111614,Dish Replacement at Hai Long Wind Farm. Estimated total based on:,Supplier_E8AA53,2025-05-15,2025-05-15,0,False
15231887,8076415,KONGSBERG AIS Coast Station AQ610 incl. 2m Power Cable,Supplier_2B34C4,2025-03-26,2025-03-21,-5,False
15233569,8101587,Repair Kit to suit Ball Valve BHSP1925U0S-ACT-611280,Supplier_4BF2CF,2025-05-05,2025-04-24,-11,False
15233841,8001261,"Tube Terminal ISO.Red A 1,5- 8ET (100Pcs/Pkg)",Supplier_16ABF0,2025-04-08,2025-04-08,0,False
15235363,8130231,Patchpanel for KJX jacks Empty 24 ports panel. 1U. Black,Supplier_16ABF0,2025-06-19,2025-05-15,-35,False
15233777,8080505,"Patch Panel 19"" 1U, 24-port, Black RAL9005",Supplier_BC3711,2025-04-08,2025-04-09,1,True
15233473,8112996,"Patch cable Cat.6a, HiroseTM21 SF/UTP 1000MHz 2.0m grey",Supplier_BC3711,2025-04-08,2025-04-09,1,True
15233473,8132164,"Patch cable Cat.6a, HiroseTM21 S/FTP 1000MHz 1.5m grey",Supplier_BC3711,2025-04-08,2025-04-09,1,True
15233473,8132541,"Extension Cable C14 180° - C15 180°, black, 3.0 m 3 x 1,00 mm² H05RN-F (Gummi)",Supplier_BC3711,2025-04-08,2025-04-09,1,True
15233331,8119180,"AXIS, A4120 E Reader with Keypad,  TYPE: 02145-001",Supplier_1C2CCF,2025-05-16,2025-05-09,-7,False
15233888,8132752,"Finder 22 Series 2 Pole ST-NO Relay, DIN Rail, 24V DC Coil, 20A",Supplier_5680DD,2025-04-11,2025-04-09,-2,False
15233888,8132752,"Finder 22 Series 2 Pole ST-NO Relay, DIN Rail, 24V DC Coil, 20A",Supplier_5680DD,2025-04-11,2025-04-09,-2,False
15233888,8132752,"Finder 22 Series 2 Pole ST-NO Relay, DIN Rail, 24V DC Coil, 20A",Supplier_5680DD,2025-04-11,2025-04-09,-2,False
15233888,8132752,"Finder 22 Series 2 Pole ST-NO Relay, DIN Rail, 24V DC Coil, 20A",Supplier_5680DD,2025-04-11,2025-04-09,-2,False
15234456,8132927,"GE 10-L 3/8"" Lige indskr RF",Supplier_39454D,2025-05-16,2025-05-16,0,False
15234456,8132928,"MUFFE 3/8""x3/8"" Al316",Supplier_39454D,2025-05-16,2025-05-16,0,False
15232464,8052061,Subrack for 4 DC/DC converters,Supplier_2064BB,2025-05-12,2025-03-10,-63,False
15232464,8052062,Blindcover For Subrack 273820,Supplier_2064BB,2025-03-13,2025-03-10,-3,False
15232464,8076630,"Patch Cable for SmartPack S, UTP, 1,5m, Left Angled",Supplier_2064BB,2025-03-13,2025-03-10,-3,False
15232464,8131235,Smartpack S WB,Supplier_2064BB,2025-03-13,2025-03-10,-3,False
15232464,8131236,Flatpack 2 DC/DC 18-75V 48/1350,Supplier_2064BB,2025-05-12,2025-03-10,-63,False
15232464,8131869,Eltek Mounting Bracket 1U for FP-2,Supplier_2064BB,2025-05-12,2025-03-10,-63,False
15232464,8131870,Screws for mounting bracket for FP2 PS 4 POS DC/DC,Supplier_2064BB,2025-03-13,2025-03-10,-3,False
15233331,8119181,Axis 02532-001 TA4201 Weathershield,Supplier_1C2CCF,2025-05-16,2025-05-13,-3,False
15234103,8132807,RJ45 Patch Cable S/FTP LSZH with Cat.7 raw cable White 2 mtr.,Supplier_BC3711,2025-04-25,2025-04-28,3,True
15234103,8132808,RJ45 Patch Cable S/FTP LSZH with Cat.7 raw cable 3 mtr White,Supplier_BC3711,2025-04-25,2025-04-28,3,True
15234103,8132809,"RJ45 Patch Cable S/FTP LSZH with Cat.7 raw cable 1,5 mtr White",Supplier_BC3711,2025-04-25,2025-04-28,3,True
15234103,8132810,RJ45 Patch Cable S/FTP LSZH with Cat.7 raw cable White 1 mtr,Supplier_BC3711,2025-04-25,2025-04-28,3,True
15234103,8132811,"RJ45 Patch Cable S/FTP LSZH with Cat.7 raw cable 0,25 mtr White",Supplier_BC3711,2025-04-25,2025-04-28,3,True
15234212,8044117,SEPURA Battery Charger 6+6,Supplier_BD1D3D,2025-04-30,2025-05-20,20,True
15234568,8017823,"SRG/SCG Desk Mount 230VAC, Incl Speaker",Supplier_BD1D3D,2025-05-30,2025-05-29,-1,False
15234568,8090959,SEPURA IP67 Console Fist Microphone (LTW Connector),Supplier_BD1D3D,2025-05-30,2025-05-29,-1,False
15234073,8097699,"SPEED-LINK Speakers for PC, 5 Watt, Black, Model: SL-8004-BK",Supplier_2996E9,2025-04-11,2025-04-14,3,True
15235684,8005118,"Pin Relay 6A 4C/O W/LED 24VDC, type RXM4AB2BD",Supplier_16ABF0,2025-05-22,2025-05-22,0,False
15234209,8120185,"IC-A16E VHF Airband, 6W PEP Bluetooth incl. charger BC-213",Supplier_6F8465,2025-05-15,2025-05-16,1,True
15234209,8120186,BP-280 Icom Li-Ion battey 7.4V 2400mAh for IC-F1000/F2000,Supplier_6F8465,2025-05-15,2025-05-16,1,True
15232962,8020612,3D engineering assistance; Price per hour usage 450DKK pr. hour.,Supplier_726126,2025-03-20,2025-03-17,-3,False
15233779,8034310,"PEN Conductor Busbar, 3mm x 10mm (length 1000mm) - NLS-CU 3/10 SN",Supplier_16ABF0,2025-04-07,2025-04-07,0,False
15233458,8017542,"Sealed box ISPM no 15, 60x55x32 cm",Supplier_28328E,2025-04-01,2025-03-28,-4,False
15235311,24102100,"EU JUMPER C14 AND C13, BLACK, 3,0MTR",Supplier_16ABF0,2025-05-23,2025-05-23,0,False
15235311,24102100,"EU JUMPER C20 AND C19, BLACK, 3,0MTR",Supplier_16ABF0,2025-05-23,2025-05-23,0,False
15233889,8112775,CRIMP TOOL PVL350,Supplier_16ABF0,2025-05-22,2025-05-23,1,True
15235129,8020612,ACCEPTANCE INSPECTION CERT,Supplier_C2A952,2025-05-16,2025-05-20,4,True
15235129,8046255,Autronica IR Flame Detector X33AF Multispectrum,Supplier_C2A952,2025-05-16,2025-05-20,4,True
15232377,8006070,Pneumatic Valve AR/N2 300 BAR 01-6471-0300,Supplier_927190,2025-03-06,2025-03-06,0,False
15233779,8034310,"PEN Conductor Busbar, 3mm x 10mm (length 1000mm) - NLS-CU 3/10 SN",Supplier_16ABF0,2025-04-07,2025-04-07,0,False
15233776,8050259,"Schneider mcb Acti9 iC60N 2P 2A, C-Characteristic 6-10kA 230V, A9F04202",Supplier_16ABF0,2025-04-07,2025-04-07,0,False
15233776,8052921,"Miniature Circuit Breaker iC60N C 4A 2P, type A9F04204",Supplier_16ABF0,2025-04-07,2025-04-07,0,False
15233776,8074923,Miniature Circuit Breaker ACTI9 IC60N 2P 10A C,Supplier_16ABF0,2025-04-07,2025-04-07,0,False
15233776,8076951,"SCHNEIDER Switch Disconnector ISW, 2P, 40A, 415VAC, 50/60Hz, Type A9S65240",Supplier_16ABF0,2025-04-07,2025-04-07,0,False
15233776,8115874,Auxiliary contact iOF 1OC 2mA til 100mA,Supplier_16ABF0,2025-04-07,2025-04-07,0,False
15233776,8117211,"Auxiliary contact iOF 1OC 2mA til 100mA, Type no. A9A26914",Supplier_16ABF0,2025-04-07,2025-04-07,0,False
15231781,8093609,"SCHNEIDER Multi 9, C60H-DC, MCB, 2P, 10A, C Curve, 500VDC, 10kA, M9U21210",Supplier_16ABF0,2025-03-14,2025-03-12,-2,False
15234463,8073709,"DANFOSS Spare Part Kit For EV220B 50BD/SS, EPDM, 032U6325",Supplier_7FC8DD,2025-05-27,2025-05-26,-1,False
15233014,8094270,GRP Carbon BPGC 10. Black Carbon Loaded RAL9005. Size:360x160x90mm (Finish: Standard) IP Rating: IP66/67.,Supplier_CE0336,2025-04-09,2025-04-14,5,True
15231781,8131668,C120N 2P 125A B 10000A 415V MINIATURE CI,Supplier_16ABF0,2025-03-12,2025-03-06,-6,False
15231781,8131670,AUTOMATSIKRING MULTI9 C60H-DC 1A 2P C,Supplier_16ABF0,2025-03-12,2025-03-06,-6,False
15231781,8131671,AUTOMATSIK C60H-DC 3A C 500VDC UL1077,Supplier_16ABF0,2025-03-12,2025-03-06,-6,False
15231781,8131672,MULTI 9 C60H-DC M9U21263,Supplier_16ABF0,2025-03-12,2025-03-06,-6,False
15231845,8131698,Carrier Expansion Pack +20 Mhz,Supplier_96E3C4,2025-03-05,2025-03-04,-1,False
15232381,8003330,Blind Panel 19 Inch -  2U - RAL7035 - 2 Pcs,Supplier_894681,2025-03-11,2025-03-07,-4,False
15232381,8005450,"Rittal Blanking Panel DK, 19 Inch 1HE, H 44mm. RAL7035. 2 PCS/PKG",Supplier_894681,2025-03-11,2025-03-07,-4,False
15232381,8020560,"Rittal Blanking Plate DK, 19 Inch 3HE, H 132,5mm. 2 PCS/PKG",Supplier_894681,2025-03-25,2025-03-07,-18,False
15232381,8090540,"Punched Section with mounting flange, 23x64mm for VX (4pcs/pk)",Supplier_894681,2025-03-11,2025-03-07,-4,False
15231612,8131613,"3"" STORZ INSIDE BSP W/ 89MM FRONT",Supplier_16ABF0,2025-03-06,2025-03-03,-3,False
15231612,8131614,RAGNO CR FDA MT50 D. 19,Supplier_16ABF0,2025-03-06,2025-03-03,-3,False
15235359,8028445,"WAGO, 2L-Conductor Through Terminal 6mm2 Blue, TYPE: 2006-1204",Supplier_7E77DD,2025-05-21,2025-05-22,1,True
15235359,8028446,"WAGO, 2L-Conductor Through Terminal 6mm2 PE, TYPE: 2006-1207",Supplier_7E77DD,2025-05-21,2025-05-22,1,True
15235359,8028447,"WAGO, 3L-Conductor Through Terminal 6mm2 PE, TYPE: 2006-1307",Supplier_7E77DD,2025-05-21,2025-05-22,1,True
15235359,8028448,"WAGO, 3L-Conductor Through Terminal 6mm2 Blue, TYPE: 2006-1304",Supplier_7E77DD,2025-05-21,2025-05-22,1,True
15235359,8028449,"WAGO, 3L-Conductor Through Terminal 6mm2, TYPE: 2006-1301",Supplier_7E77DD,2025-05-21,2025-05-22,1,True
15235359,8028669,"WAGO, 2L End & Intermediate Plate 0,8mm Thick Orange (25 Pcs/Pkg) TYPE: 2002-2292",Supplier_7E77DD,2025-05-21,2025-05-22,1,True
15235359,8028720,"WAGO, 3L End & Intermediate Plate 1mm Thick Orange (25 Pcs/Pkg) TYPE: 2004-1392",Supplier_7E77DD,2025-05-21,2025-05-22,1,True
15235359,8028734,"WAGO, 3L End & Intermediate Plate 1mm Thick Orange (25 Pcs/Pkg) TYPE: 2006-1392",Supplier_7E77DD,2025-05-21,2025-05-22,1,True
15235359,8039836,Socket relay for 2 and 4 CO Industrial rellays,Supplier_7E77DD,2025-05-21,2025-05-22,1,True
15235359,8039841,Retaining clip for relay,Supplier_7E77DD,2025-05-21,2025-05-22,1,True
15235359,8054200,"WAGO, Double-Deck Terminal Block 2,5mm2 Through/Through, L/L",Supplier_7E77DD,2025-05-21,2025-05-22,1,True
15235359,8101652,"WAGO, Relay 230VAC , 4 Changeover Contacts, 5A",Supplier_7E77DD,2025-05-21,2025-05-22,1,True
15235359,8111916,Strain relief cap; for female and male plugs; two-part; Pitch size 5 mm; 8-pole; grey,Supplier_7E77DD,2025-05-21,2025-05-22,1,True
15235359,8123327,"Interface module; RJ-45; IDC technology; Cat. 6A; in mounting carrier; with shield connection, p/n 289-197",Supplier_7E77DD,2025-05-21,2025-05-22,1,True
15232942,72141700,Rental of Keysight Technologies N9950B P-537405,Supplier_51E6C8,2025-03-26,2025-03-25,-1,False
15232942,72141700,Rental of KeysightTechnologies11901D P-607691 - Adapter; 2.4 mm (f) to 3.5 mm (m),Supplier_51E6C8,2025-03-26,2025-03-25,-1,False
15231781,8093609,"SCHNEIDER Multi 9, C60H-DC, MCB, 2P, 10A, C Curve, 500VDC, 10kA, M9U21210",Supplier_16ABF0,2025-03-14,2025-02-26,-16,False
15232324,8020612,Sim Card Personalisation,Supplier_39EB22,2025-03-19,2025-03-12,-7,False
15234211,8093646,TIMES MICROWAVE N male crimp for LMR400,Supplier_6F8465,2025-04-15,2025-04-15,0,False
15232326,8094806,"Multimode Fibre OM1-4 Small Form-factor
Pluggable",Supplier_728F06,2025-04-24,2025-04-15,-9,False
15234301,24102100,Warehousing Equipment And Supplies,Supplier_16ABF0,2025-04-16,2025-04-16,0,False
15234301,8000883,Nut M8 D934 A4 Stainless,Supplier_16ABF0,2025-04-16,2025-04-16,0,False
15234301,8000886,Spring Washer M8 Stainless A4 DIN127B,Supplier_16ABF0,2025-04-16,2025-04-16,0,False
15234301,8014581,Set Screw M 10x35 SFA4 DIN 933 - ISO 4017,Supplier_16ABF0,2025-04-16,2025-04-16,0,False
15234301,8014954,Set Screw M 8x35 SFA4 DIN 933 - ISO 4017,Supplier_16ABF0,2025-04-16,2025-04-16,0,False
15234301,8015264,"Nut, M10 SFA4 D934",Supplier_16ABF0,2025-04-16,2025-04-16,0,False
15234301,8062376,Flat Washer M8 Nylon D125A,Supplier_16ABF0,2025-04-16,2025-04-16,0,False
15234301,8062377,Flat Washer M10 Nylon D125A,Supplier_16ABF0,2025-04-16,2025-04-16,0,False
15234301,8068420,Spring Washer M10 DIN127B A4,Supplier_16ABF0,2025-04-16,2025-04-16,0,False
15234301,8078272,"Washer 10 SFA4 10,5x30x1,5",Supplier_16ABF0,2025-04-16,2025-04-16,0,False
15234280,8132836,"Clamp, L/M/H, 42-115 mm",Supplier_96E3C4,2025-05-13,2025-05-12,-1,False
15232942,72141700,Rental of Gore 145S01S01M2000 P-614603 - SMA Cable 2 Meters,Supplier_51E6C8,2025-03-26,2025-03-25,-1,False
15232942,72141700,Rental of RS Components406-537 P-608293 - 50O RF Adapter Type N Plug to SMA Socket,Supplier_51E6C8,2025-03-26,2025-03-25,-1,False
15232942,72141700,Rental of Huber+Suhner 31_N-SMA-50-51 P-614686 - N(f)-SMA(f) Adaptor DC-18GHz,Supplier_51E6C8,2025-03-26,2025-03-26,0,False
15233889,8075569,Tape 15mm x 10m nr.21 Black,Supplier_16ABF0,2025-04-22,2025-04-22,0,False
15234082,8020612,"Cutting of Stainless Steel, 2mm Deep",Supplier_F106BB,2025-04-22,2025-04-22,0,False
15233954,8132774,Ci Junct box NFPA single,Supplier_A9A219,2025-04-16,2025-05-09,23,True
15233715,8031877,"Antenna Procom CXL3-1LW 0 dBd, 118 - 137 MHz LW” mast mount,  lightweight,
multi-purpose, epoxy-coated aluminium mounting",Supplier_6F8465,2025-04-25,2025-04-28,3,True
15234589,8132958,S3D 6 mm square Locl insert,Supplier_16ABF0,2025-04-29,2025-04-29,0,False
15234589,8132958,S3D 6 mm square Locl insert,Supplier_16ABF0,2025-04-29,2025-04-29,0,False
15232937,8120429,RITTAL Mounting plate KX 275x585,Supplier_894681,2025-03-19,2025-03-19,0,False
15231490,8017861,DMU Desk Mic with PTT,Supplier_BD1D3D,2025-03-25,2025-03-26,1,True
15231490,8044117,SEPURA Battery Charger 6+6,Supplier_BD1D3D,2025-03-25,2025-03-26,1,True
15231490,8051109,SC20 Extended Helical Antenna 410-430MHz,Supplier_BD1D3D,2025-03-25,2025-03-26,1,True
15231490,8051144,"SC2024, 403 to 470MHz, Clear, GPS",Supplier_BD1D3D,2025-03-25,2025-03-26,1,True
15231490,8079088,SC20 Charger 1+1,Supplier_BD1D3D,2025-03-25,2025-03-26,1,True
15231490,8080030,SC2 USB Programming Lead,Supplier_BD1D3D,2025-03-25,2025-03-26,1,True
15233580,8112058,"Handheld Portable Walkie Talkie 1-11010-00021 SC2024: 403-470MHz, Clear, GPS enabled, Bluetooth/WiFi capable, Man-Down capable, Class 3 RF capable",Supplier_BD1D3D,2025-04-28,2025-04-28,0,False
15233580,8017833,"Antenna STP800 Series 407-473MHz Aerial, Incl In Price",Supplier_BD1D3D,2025-04-28,2025-04-28,0,False
15233580,8044117,SEPURA Battery Charger 6+6,Supplier_BD1D3D,2025-04-28,2025-04-28,0,False
15233580,8075697,SEPURA Mains Plug Adaptor (UK),Supplier_BD1D3D,2025-04-28,2025-04-28,0,False
15233580,8079088,SEPURA Desktop Charger for Battery incl. Radio and Spare Battery,Supplier_BD1D3D,2025-04-28,2025-04-28,0,False
15233580,8087563,"SEPURA SC21 / SC20 & STP 1880mAh, High Capacity Battery Pack",Supplier_BD1D3D,2025-04-28,2025-04-28,0,False
15233580,8087563,"SEPURA SC21 / SC20 & STP 1880mAh, High Capacity Battery Pack",Supplier_BD1D3D,2025-04-28,2025-04-28,0,False
15233580,8097706,SEPURA  Activation License for TETRA Radio,Supplier_BD1D3D,2025-04-28,2025-04-28,0,False
15233580,8097771,SEPURA Power Lead IEC-C13 (UK),Supplier_BD1D3D,2025-04-28,2025-04-28,0,False
15233580,8104526,SC20 Series Lightweight Leather Case with belt clip attachment,Supplier_BD1D3D,2025-04-28,2025-04-28,0,False
15233990,8098360,Sepura Freight Charges for PO:15233580,Supplier_BD1D3D,2025-04-28,2025-04-28,0,False
15235658,8089581,"INFRALAN, Keystone RJ45 Die-cast Body, Cat.6A",Supplier_BC3711,2025-05-21,2025-05-26,5,True
15235658,8089581,"INFRALAN, Keystone RJ45 Die-cast Body, Cat.6A",Supplier_BC3711,2025-05-21,2025-05-26,5,True
15235658,8121533,RJ45 Premium Plug STP Cat.6A/ClassEA,Supplier_BC3711,2025-05-21,2025-05-26,5,True
15232896,8123327,"Interface module; RJ-45; IDC technology; Cat. 6A; in mounting carrier; with shield connection, p/n 289-197",Supplier_7E77DD,2025-03-21,2025-03-20,-1,False
15233376,24102100,CABLE GLAND BRASS M32,Supplier_16ABF0,2025-03-28,2025-03-28,0,False
15233376,8022659,Nut M32 Brass,Supplier_16ABF0,2025-03-28,2025-03-28,0,False
15234699,8112996,"Patch cable Cat.6a, HiroseTM21 SF/UTP 1000MHz 2.0m grey",Supplier_BC3711,2025-05-13,2025-05-13,0,False
15234699,8130635,RJ45 Patch Cord Cat.6A S/FTP LSZH Draka UC900 TM21 grey 1m,Supplier_BC3711,2025-05-13,2025-05-13,0,False
15234699,8130775,"Patch cable Cat.6a, HiroseTM21 SF/UTP 1000MHz 3.0m grey",Supplier_BC3711,2025-05-13,2025-05-13,0,False
15234728,8050259,"Schneider mcb Acti9 iC60N 2P 2A, C-Characteristic 6-10kA 230V, A9F04202",Supplier_16ABF0,2025-04-30,2025-04-30,0,False
15234728,8052922,Miniature Circuit Breaker iC60N C 6A 2P A9F04206,Supplier_16ABF0,2025-04-30,2025-04-30,0,False
15234728,8074923,Miniature Circuit Breaker ACTI9 IC60N 2P 10A C,Supplier_16ABF0,2025-04-30,2025-04-30,0,False
15234728,8115874,Auxiliary contact iOF 1OC 2mA til 100mA (A9A26919),Supplier_16ABF0,2025-04-30,2025-04-30,0,False
15234728,8117211,"Auxiliary contact iOF 1OC 2mA til 100mA, Type no. A9A26914",Supplier_16ABF0,2025-04-30,2025-04-30,0,False
15231671,8084120,DEHN Guard  DG M TNS CI 275 FM,Supplier_2064BB,2025-02-21,2025-02-24,3,True
15231671,8118487,LAN surge arrester DPA CL8 EA 4PPOE,Supplier_2064BB,2025-02-21,2025-02-24,3,True
15231671,8131630,DEHNguard M TN ACI 275 FM,Supplier_2064BB,2025-02-21,2025-02-24,3,True
15231490,8087563,SC20 High Capacity Battery Pack,Supplier_BD1D3D,2025-03-25,2025-03-26,1,True
